Transaction_ID,Transaction_Date,Customer_ID,Transaction_Category,Amount_USD,Currency,Department,Payment_Method,Transaction_Status,Approval_Code
TXN-000235,2024-09-15,CUST-0019,Capital Expenditure,"$21,070.94",EUR,IT,Bank Transfer,Completed,APR-89179
TXN-000236,2024-10-30,CUST-0001,Investment,"$13,596.50",GBP,Treasury,Crypto,Completed,APR-52750
TXN-000231,2023-11-27,CUST-0004,Revenue,"$55,653.57",USD,Business Development,Bank Transfer,Completed,APR-32389
TXN-000238,2023-10-12,CUST-0210,Tax Payment,"$6,526.42",CAD,Finance,Credit Card,Completed,APR-68798
TXN-000239,2024-11-04,CUST-0003,Revenue,"$95,215.34",USD,Business Development,Bank Transfer,Completed,APR-27803
TXN-000240,2024-10-07,CUST-0277,Capital Expenditure,"$43,362.52",USD,Real Estate,Internal Transfer,Completed,APR-40235
TXN-000241,2024-09-13,CUST-0127,Revenue,"$103,862.46",USD,Partnerships,Credit Card,Completed,APR-28578
TXN-000242,2024-04-07,CUST-0141,Operating Expense,"$4,679.40",USD,Operations,Bank Transfer,Completed,APR-63483
TXN-000243,2023-12-31,CUST-0073,Revenue,"$16,372.99",USD,Partnerships,Direct Debit,Completed,APR-70838
TXN-000244,2024-12-07,CUST-0080,Operating Expense,"$6,999.92",USD,Finance,Bank Transfer,Under Review,
TXN-000245,2023-04-28,CUST-0071,Loan Repayment,"$34,093.91",GBP,Treasury,Credit Card,Completed,APR-58991
TXN-000246,2023-05-14,CUST-0247,Capital Expenditure,"$16,137.47",JPY,Real Estate,Bank Transfer,Completed,APR-59751
TXN-000247,2022-08-03,CUST-0001,Refund,$799.67,USD,Sales,Bank Transfer,Completed,APR-55960
TXN-000248,2023-08-28,CUST-0272,Revenue,"$50,773.91",GBP,Partnerships,Credit Card,Completed,APR-19883
TXN-000249,2023-12-18,CUST-0196,Operating Expense,"$13,086.90",CAD,IT,Bank Transfer,Completed,APR-91375
TXN-000250,2022-08-08,CUST-0003,Revenue,"$25,610.75",GBP,Business Development,Bank Transfer,Completed,APR-77480
TXN-000251,2023-06-15,CUST-0103,Revenue,"$28,680.33",JPY,Business Development,,Pending,APR-74325
TXN-000252,2023-09-17,CUST-0078,Capital Expenditure,"$13,544.76",EUR,IT,Direct Debit,Completed,APR-78135
TXN-000253,2024-12-24,CUST-0036,Refund,"$2,294.84",GBP,Sales,Direct Debit,Completed,APR-98863
TXN-000254,2024-12-16,CUST-0265,Loan Repayment,"$8,760.51",EUR,Finance,Bank Transfer,Completed,APR-80006
TXN-000255,2022-08-27,CUST-0050,Investment,"$19,675.75",USD,Treasury,Bank Transfer,Completed,APR-12814
TXN-000256,2023-09-06,CUST-0007,Refund,"$1,014.59",GBP,Sales,Bank Transfer,Completed,APR-67966
TXN-000257,2024-07-29,CUST-0112,Capital Expenditure,"$27,723.79",USD,IT,Bank Transfer,Completed,APR-98866
TXN-000258,2024-03-13,CUST-0113,Refund,$327.99,USD,Customer Success,Credit Card,Failed,
TXN-000259,2024-05-27,CUST-0005,Capital Expenditure,"$9,922.09",USD,Real Estate,Direct Debit,Completed,APR-79661
TXN-000260,2024-09-22,CUST-0001,Revenue,"$272,784.49",USD,Sales,Bank Transfer,Completed,APR-17486
TXN-000261,2023-07-09,CUST-0021,Operating Expense,"$5,610.70",GBP,Finance,,Pending,
TXN-000262,2024-05-23,CUST-0179,Operating Expense,"$16,482.13",USD,IT,,Pending,
TXN-000263,2024-04-03,CUST-0266,Operating Expense,"$1,920.96",USD,HR,Direct Debit,Completed,APR-67888
TXN-000264,2022-05-30,CUST-0209,Refund,"$1,864.18",GBP,Customer Success,Bank Transfer,Completed,APR-87368
TXN-000265,2024-04-24,CUST-0007,Loan Repayment,"$14,639.06",USD,Finance,Bank Transfer,Completed,APR-92147
TXN-000266,2022-05-01,CUST-0177,Revenue,"$30,915.08",USD,Partnerships,Direct Debit,Completed,APR-63785
TXN-000267,2023-02-10,CUST-0088,Revenue,"$88,615.49",USD,Business Development,Credit Card,Completed,APR-72898
TXN-000268,2022-08-19,CUST-0018,Loan Repayment,"$6,633.35",GBP,Finance,Internal Transfer,Completed,APR-12421
TXN-000269,2023-02-12,CUST-0264,Tax Payment,"$3,507.45",JPY,Finance,Direct Debit,Completed,APR-34582
TXN-000270,2024-11-27,CUST-0008,Investment,"$18,247.92",USD,Finance,Credit Card,Completed,APR-39490
TXN-000271,2024-09-24,CUST-0057,Operating Expense,"$4,994.42",EUR,Marketing,Credit Card,Pending,APR-79834
TXN-000272,2023-04-29,CUST-0020,Operating Expense,"$9,615.35",USD,HR,Bank Transfer,Completed,APR-94947
TXN-000273,2024-11-29,CUST-0017,Revenue,"$27,877.93",GBP,Business Development,Direct Debit,Completed,APR-60908
TXN-000274,2022-09-06,CUST-0238,Operating Expense,"$4,275.28",USD,IT,,Pending,
TXN-000275,2022-12-05,CUST-0214,Revenue,"$25,628.79",GBP,Partnerships,Bank Transfer,Completed,APR-95026
TXN-000276,2023-10-19,CUST-0079,Operating Expense,"$7,667.04",USD,IT,Direct Debit,Pending,
TXN-000277,2022-05-08,CUST-0007,Operating Expense,"$7,107.81",GBP,Operations,Credit Card,Completed,APR-60190
TXN-000278,2023-09-05,CUST-0023,Revenue,"$43,738.60",CAD,Partnerships,Internal Transfer,Completed,APR-95221
TXN-000279,2024-02-03,CUST-0003,Operating Expense,"$5,566.72",JPY,HR,Bank Transfer,Completed,APR-96294
TXN-000280,2024-07-24,CUST-0185,Operating Expense,"$5,110.08",CAD,Finance,Bank Transfer,Pending,
TXN-000281,2024-07-13,CUST-0003,Tax Payment,"$46,289.99",USD,Finance,Bank Transfer,Completed,APR-18330
TXN-000282,2024-12-31,CUST-0255,Loan Repayment,"$23,920.17",GBP,Treasury,Internal Transfer,Completed,APR-86660
TXN-000283,2023-12-28,CUST-0051,Refund,"$3,358.91",USD,Finance,Bank Transfer,Completed,APR-85034
TXN-000280,2024-09-02,CUST-0094,Operating Expense,"$2,812.72",USD,Finance,Bank Transfer,Completed,APR-92989
TXN-000285,2024-06-11,CUST-0003,Operating Expense,"$6,213.88",USD,Operations,Internal Transfer,Completed,APR-72816
TXN-000286,2024-07-16,CUST-0219,Revenue,"$69,639.89",EUR,Partnerships,Bank Transfer,Completed,APR-14183
TXN-000287,2023-04-29,CUST-0052,Operating Expense,"$10,833.14",USD,Operations,Bank Transfer,Failed,
TXN-000288,2024-01-31,CUST-0072,Operating Expense,"$3,406.23",USD,HR,Bank Transfer,Completed,APR-64108
TXN-000289,2024-08-16,CUST-0041,Loan Repayment,"$9,300.32",GBP,Finance,Internal Transfer,Completed,APR-82841
TXN-000290,2024-01-12,CUST-0194,Revenue,"$20,766.82",EUR,Sales,Bank Transfer,Completed,APR-62933
TXN-000291,2024-09-20,CUST-0187,Revenue,"$32,747.80",EUR,Partnerships,Bank Transfer,Completed,APR-27583
TXN-000292,2023-12-05,CUST-0279,Revenue,"$88,815.67",USD,Sales,Credit Card,Completed,APR-11326
TXN-000293,2023-03-10,CUST-0003,Operating Expense,"$9,120.29",USD,Operations,Internal Transfer,Completed,APR-51325
TXN-000294,2022-08-21,CUST-0137,Revenue,"$29,670.11",USD,Partnerships,Credit Card,Completed,APR-80345
TXN-000295,2023-03-17,CUST-0089,Investment,"$14,671.47",USD,Business Development,Bank Transfer,Completed,APR-52079
TXN-000296,2024-03-16,CUST-0002,Tax Payment,"$13,240.09",GBP,Legal,Bank Transfer,Completed,APR-35551
TXN-000297,2023-10-24,CUST-0005,Refund,$685.74,USD,Sales,Cheque,Completed,APR-45332
TXN-000298,2024-06-24,CUST-0106,Loan Repayment,"$28,875.75",EUR,Treasury,Direct Debit,Completed,APR-57763
TXN-000299,2023-08-01,CUST-0127,Operating Expense,"$3,618.71",USD,HR,Bank Transfer,Completed,APR-26004
TXN-000300,2024-07-18,CUST-0248,Revenue,"$82,532.43",USD,Partnerships,,Pending,
TXN-000301,2023-05-31,CUST-0023,Operating Expense,"$8,807.69",USD,Finance,Credit Card,Completed,APR-48763
TXN-000302,2024-12-15,CUST-0143,Operating Expense,"$8,045.49",EUR,Finance,Credit Card,Completed,APR-70271
TXN-000303,2023-05-06,CUST-0119,Operating Expense,"$3,245.62",USD,HR,Cheque,Completed,APR-58411
TXN-000304,2024-09-26,CUST-0025,Operating Expense,"$2,996.46",USD,IT,Bank Transfer,Pending,
TXN-000303,2023-09-24,CUST-0089,Operating Expense,"$3,911.62",USD,Operations,Direct Debit,Completed,APR-61215
TXN-000306,2023-03-01,CUST-0038,Operating Expense,"$5,256.93",GBP,IT,Bank Transfer,Completed,APR-98596
TXN-000307,2024-12-02,CUST-0014,Loan Repayment,"$6,608.77",USD,Treasury,Bank Transfer,Failed,
TXN-000308,2023-08-16,CUST-0235,Capital Expenditure,"$30,502.29",USD,IT,Direct Debit,Completed,APR-13658
TXN-000309,2024-06-08,CUST-0284,Operating Expense,"$6,135.94",GBP,IT,,Pending,APR-86344
TXN-000310,2022-11-14,CUST-0150,Revenue,"$103,167.20",USD,Sales,Internal Transfer,Completed,APR-77209
TXN-000311,2024-12-07,CUST-0189,Investment,"$26,588.69",GBP,Business Development,Cheque,Completed,APR-15791
TXN-000312,2022-10-03,CUST-0110,Revenue,"$110,491.30",USD,Sales,Credit Card,Completed,APR-78542
TXN-000313,2024-10-05,CUST-0195,Refund,"$1,225.39",USD,Sales,Bank Transfer,Pending,
TXN-000314,2022-02-08,CUST-0082,Refund,$620.48,USD,Customer Success,Bank Transfer,Completed,APR-51610
TXN-000315,2023-05-26,CUST-0003,Operating Expense,"$13,176.80",USD,Finance,Internal Transfer,Completed,APR-75656
TXN-000316,2023-11-08,CUST-0187,Revenue,"$46,276.07",USD,Partnerships,Cheque,Completed,APR-48013
TXN-000317,2024-06-05,CUST-0131,Revenue,"$58,538.64",USD,Sales,,Pending,
TXN-000318,2024-05-21,CUST-0152,Operating Expense,"$14,528.28",USD,HR,Credit Card,Completed,APR-15938
TXN-000319,2023-04-10,CUST-0030,Capital Expenditure,"$14,517.49",USD,Operations,Cheque,Completed,APR-71946
TXN-000320,2022-06-17,CUST-0038,Capital Expenditure,"$26,387.06",USD,Real Estate,Bank Transfer,Completed,APR-34396
TXN-000321,2022-07-27,CUST-0048,Operating Expense,"$3,643.02",USD,Operations,,Pending,
TXN-000322,2022-01-01,CUST-0037,Revenue,"$109,285.94",USD,Sales,Direct Debit,Pending,
TXN-000323,2024-07-13,CUST-0136,Tax Payment,"$7,414.79",USD,Legal,Direct Debit,Completed,APR-93069
TXN-000324,2022-09-29,CUST-0121,Operating Expense,"$4,732.09",USD,Finance,Bank Transfer,Completed,APR-59366
TXN-000325,2024-08-20,CUST-0273,Operating Expense,"$9,601.73",USD,Operations,Bank Transfer,Completed,APR-53063
TXN-000326,2023-04-10,CUST-0029,Investment,"$65,217.63",EUR,Finance,Credit Card,Completed,APR-14781
TXN-000327,2022-11-28,CUST-0071,Revenue,"$72,089.84",USD,Sales,Bank Transfer,Failed,
TXN-000328,2023-10-28,CUST-0013,Capital Expenditure,"$5,128.89",USD,Operations,Credit Card,Completed,APR-45289
TXN-000329,2024-06-22,CUST-0264,Investment,"$75,354.80",USD,Treasury,,Pending,
TXN-000330,2024-09-14,CUST-0169,Operating Expense,"$5,159.13",GBP,IT,Bank Transfer,Completed,APR-84619
TXN-000331,2023-12-21,CUST-0066,Operating Expense,"$4,428.81",GBP,IT,Bank Transfer,Completed,APR-86014
TXN-000332,2023-04-25,CUST-0004,Capital Expenditure,"$23,999.24",USD,Real Estate,Direct Debit,Completed,APR-87381
TXN-000333,2023-09-19,CUST-0003,Revenue,"$79,543.07",CAD,Sales,Bank Transfer,Completed,APR-61955
TXN-000334,2024-11-30,CUST-0003,Capital Expenditure,"$11,008.03",USD,Real Estate,Bank Transfer,Completed,APR-14444
TXN-000335,2024-08-11,CUST-0017,Revenue,"$69,942.72",GBP,Business Development,Credit Card,Completed,APR-36437
TXN-000329,2023-08-06,CUST-0095,Operating Expense,"$3,695.75",USD,Operations,Bank Transfer,Completed,APR-88370
TXN-000337,2024-05-20,CUST-0201,Revenue,"$161,923.49",GBP,Business Development,Credit Card,Completed,APR-21440
TXN-000338,2023-09-20,CUST-0071,Investment,"$62,516.50",EUR,Finance,Direct Debit,Completed,APR-75354
TXN-000339,2024-07-24,CUST-0010,Loan Repayment,"$11,058.84",GBP,Finance,Bank Transfer,Failed,
TXN-000340,2023-04-20,CUST-0044,Operating Expense,"$17,181.07",USD,Operations,Bank Transfer,Completed,APR-38392
TXN-000341,2023-09-09,CUST-0148,Loan Repayment,"$10,201.06",USD,Treasury,Direct Debit,Completed,APR-31442
TXN-000342,2024-03-17,CUST-0183,Revenue,"$20,299.61",USD,Partnerships,Bank Transfer,Completed,APR-72281
TXN-000343,2022-10-27,CUST-0007,Refund,"$1,544.80",GBP,Customer Success,Bank Transfer,Completed,APR-53283
TXN-000344,2024-06-15,CUST-0026,Revenue,"$78,668.56",USD,Business Development,Credit Card,Completed,APR-25371
TXN-000345,2024-04-26,CUST-0107,Revenue,"$45,033.34",GBP,Sales,Direct Debit,Completed,APR-71988
TXN-000346,2024-12-22,CUST-0066,Capital Expenditure,"$28,932.89",JPY,Operations,Credit Card,Completed,APR-75546
TXN-000347,2024-06-10,CUST-0006,Operating Expense,"$8,799.72",GBP,Marketing,Direct Debit,Completed,APR-24412
TXN-000348,2024-03-21,CUST-0015,Operating Expense,"$4,662.62",GBP,Operations,Credit Card,Completed,APR-69222
TXN-000349,2024-02-19,CUST-0003,Operating Expense,"$4,904.05",USD,Operations,Bank Transfer,Completed,APR-88683
TXN-000350,2024-04-13,CUST-0151,Refund,"$1,015.53",GBP,Customer Success,Bank Transfer,Completed,APR-91748
TXN-000351,2024-12-03,CUST-0019,Revenue,"$45,545.72",CAD,Sales,Bank Transfer,Completed,APR-29063
TXN-000352,2022-08-18,CUST-0087,Operating Expense,"$4,641.69",USD,Finance,Bank Transfer,Completed,APR-17663
TXN-000353,2024-10-14,CUST-0090,Revenue,"$111,343.44",USD,Partnerships,Bank Transfer,Completed,APR-79251
TXN-000354,2023-06-01,CUST-0196,Operating Expense,"$7,245.84",EUR,IT,Direct Debit,Completed,APR-30230
TXN-000351,2022-01-13,CUST-0083,Loan Repayment,"$13,260.09",GBP,Treasury,Bank Transfer,Completed,APR-61437
TXN-000356,2023-02-16,CUST-0150,Tax Payment,"$8,387.06",USD,Legal,Crypto,Completed,APR-40033
TXN-000357,2023-12-25,CUST-0005,Revenue,"$51,131.83",GBP,Sales,Internal Transfer,Completed,APR-39607
TXN-000358,2024-01-19,CUST-0153,Operating Expense,"$5,704.09",USD,Marketing,Credit Card,Completed,APR-43293
TXN-000359,2024-01-14,CUST-0100,Revenue,"$46,216.33",USD,Business Development,Internal Transfer,Completed,APR-27878
TXN-000360,2024-02-21,CUST-0006,Revenue,"$89,968.18",CAD,Partnerships,Credit Card,Completed,APR-93894
TXN-000361,2022-03-21,CUST-0218,Revenue,"$25,067.04",USD,Sales,Direct Debit,Completed,APR-28720
TXN-000362,2024-12-31,CUST-0001,Revenue,"$35,983.10",USD,Partnerships,Credit Card,Completed,APR-12786
TXN-000363,2023-09-21,CUST-0001,Revenue,"$10,888.22",USD,Sales,Direct Debit,Pending,
TXN-000364,2022-11-04,CUST-0052,Investment,"$19,165.89",USD,Business Development,Cheque,Completed,APR-55519
TXN-000365,2023-02-01,CUST-0014,Capital Expenditure,"$51,997.52",JPY,Real Estate,Bank Transfer,Completed,APR-71497
TXN-000366,2024-06-09,CUST-0107,Revenue,"$26,326.47",JPY,Sales,Internal Transfer,Completed,APR-36044
TXN-000367,2023-06-14,CUST-0017,Investment,"$22,267.60",EUR,Treasury,Bank Transfer,Completed,APR-60113
TXN-000368,2024-01-28,CUST-0009,Capital Expenditure,"$48,047.99",EUR,Real Estate,Internal Transfer,Completed,APR-68013
TXN-000369,2024-11-29,CUST-0247,Loan Repayment,"$5,049.21",USD,Treasury,Cheque,Completed,APR-84240
TXN-000370,2023-10-29,CUST-0202,Revenue,"$18,172.78",JPY,Business Development,Bank Transfer,Under Review,
TXN-000371,2024-01-26,CUST-0032,Operating Expense,"$7,535.82",GBP,Finance,Credit Card,Completed,APR-50700
TXN-000372,2023-05-19,CUST-0017,Revenue,"$103,411.17",USD,Partnerships,,Pending,APR-75488
TXN-000373,2024-06-15,CUST-0065,Revenue,"$65,816.49",EUR,Sales,Bank Transfer,Under Review,
TXN-000374,2024-06-09,CUST-0016,Capital Expenditure,"$4,438.11",USD,IT,Bank Transfer,Completed,APR-16907
TXN-000375,2023-08-18,CUST-0002,Loan Repayment,"$11,469.91",GBP,Treasury,Credit Card,Completed,APR-98321
TXN-000376,2023-08-01,CUST-0154,Investment,"$25,658.24",USD,Finance,Cheque,Completed,APR-58496
TXN-000377,2024-05-03,CUST-0074,Capital Expenditure,"$21,893.34",USD,IT,Bank Transfer,Completed,APR-39723
TXN-000378,2024-05-02,CUST-0133,Operating Expense,"$4,535.12",USD,HR,Bank Transfer,Completed,APR-94637
TXN-000379,2024-09-14,CUST-0001,Capital Expenditure,"$14,656.10",USD,Real Estate,Credit Card,Completed,APR-26770
TXN-000380,2024-12-11,CUST-0001,Loan Repayment,"$13,342.39",USD,Treasury,Bank Transfer,Completed,APR-51754
TXN-000381,2023-05-04,CUST-0001,Revenue,"$28,176.94",GBP,Sales,Cheque,Completed,APR-11443
TXN-000382,2023-06-22,CUST-0055,Investment,"$22,127.28",EUR,Business Development,Bank Transfer,Completed,APR-10004
TXN-000383,2023-07-16,CUST-0064,Operating Expense,"$6,177.93",EUR,Operations,Bank Transfer,Completed,APR-27398
TXN-000384,2024-02-06,CUST-0210,Operating Expense,"$6,126.13",USD,Marketing,Credit Card,Completed,APR-66591
TXN-000385,2023-04-23,CUST-0012,Capital Expenditure,"$16,835.64",EUR,IT,Bank Transfer,Completed,APR-77216
TXN-000386,2024-02-26,CUST-0169,Loan Repayment,"$19,922.17",EUR,Finance,,Failed,APR-78341
TXN-000387,2023-12-30,CUST-0272,Operating Expense,"$23,342.01",USD,HR,Direct Debit,Completed,APR-67016
TXN-000388,2022-12-23,CUST-0002,Revenue,"$11,335.22",EUR,Sales,Cheque,Completed,APR-59699
TXN-000389,2024-07-23,CUST-0065,Capital Expenditure,"$15,062.21",EUR,IT,Credit Card,Pending,
TXN-000390,2024-07-15,CUST-0112,Operating Expense,"$5,868.95",USD,IT,Direct Debit,Under Review,
TXN-000391,2022-07-19,CUST-0137,Revenue,"$85,138.20",USD,Sales,,Pending,
TXN-000392,2024-02-21,CUST-0021,Tax Payment,"$10,540.25",CAD,Legal,,Pending,
TXN-000393,2024-04-02,CUST-0002,Tax Payment,"$5,685.75",EUR,Finance,Bank Transfer,Completed,APR-18813
TXN-000394,2022-08-01,CUST-0158,Revenue,"$83,606.82",GBP,Partnerships,Internal Transfer,Under Review,APR-31510
TXN-000395,2023-01-26,CUST-0121,Revenue,"$49,468.00",CAD,Business Development,Internal Transfer,Under Review,
TXN-000396,2024-06-17,CUST-0154,Loan Repayment,"$8,747.69",USD,Finance,Bank Transfer,Completed,APR-28512
TXN-000397,2023-02-11,CUST-0013,Capital Expenditure,"$28,528.21",USD,IT,Cheque,Completed,APR-24177
TXN-000398,2022-12-19,CUST-0023,Investment,"$13,189.99",USD,Business Development,Bank Transfer,Completed,APR-15035
TXN-000399,2022-07-31,CUST-0008,Operating Expense,"$4,712.64",USD,Operations,Bank Transfer,Completed,APR-81508
TXN-000400,2023-12-27,CUST-0072,Tax Payment,"$11,228.05",USD,Legal,Direct Debit,Pending,
TXN-000401,2024-12-27,CUST-0002,Revenue,"$64,112.61",USD,Business Development,Direct Debit,Completed,APR-14803
TXN-000402,2023-11-14,CUST-0120,Capital Expenditure,"$34,788.06",JPY,IT,Bank Transfer,Failed,
TXN-000403,2024-08-06,CUST-0012,Revenue,"$51,460.99",USD,Sales,Direct Debit,Completed,APR-47893
TXN-000404,2024-09-02,CUST-0286,Operating Expense,"$6,810.60",GBP,Finance,Cheque,Completed,APR-43770
TXN-000405,2023-12-18,CUST-0023,Investment,"$48,844.09",GBP,Finance,Internal Transfer,Completed,APR-29426
TXN-000406,2022-11-08,CUST-0182,Revenue,"$34,473.75",USD,Business Development,Credit Card,Completed,APR-20210
TXN-000407,2022-10-15,CUST-0001,Revenue,"$60,503.00",USD,Business Development,Bank Transfer,Completed,APR-42083
TXN-000408,2024-06-18,CUST-0272,Revenue,"$35,945.39",GBP,Sales,Internal Transfer,Completed,APR-96047
TXN-000409,2024-07-28,CUST-0002,Loan Repayment,"$8,533.76",EUR,Treasury,Credit Card,Completed,APR-17066
TXN-000410,2023-09-15,CUST-0232,Operating Expense,"$7,450.63",USD,Finance,Direct Debit,Completed,APR-47543
TXN-000411,2024-01-10,CUST-0054,Tax Payment,"$18,872.41",USD,Finance,Direct Debit,Completed,APR-22730
TXN-000412,2023-10-25,CUST-0182,Revenue,"$17,992.55",CAD,Business Development,Internal Transfer,Completed,APR-79725
TXN-000413,2023-09-14,CUST-0254,Revenue,"$58,001.48",EUR,Partnerships,Bank Transfer,Pending,APR-67281
TXN-000414,2024-08-30,CUST-0161,Revenue,"$110,153.38",USD,Sales,Bank Transfer,Pending,
TXN-000415,2023-08-21,CUST-0061,Operating Expense,"$7,435.09",EUR,HR,Internal Transfer,Completed,APR-49481
TXN-000416,2024-05-04,CUST-0052,Tax Payment,"$32,111.00",GBP,Legal,Bank Transfer,Completed,APR-76152
TXN-000417,2022-05-16,CUST-0206,Refund,"$1,315.80",USD,Sales,Bank Transfer,Completed,APR-22881
TXN-000418,2022-09-11,CUST-0283,Tax Payment,"$12,232.48",USD,Finance,Internal Transfer,Failed,
TXN-000419,2023-02-11,CUST-0079,Revenue,"$30,200.26",EUR,Business Development,Credit Card,Completed,APR-70606
TXN-000420,2024-03-03,CUST-0003,Investment,"$37,767.00",USD,Business Development,Direct Debit,Completed,APR-39216
TXN-000421,2023-09-04,CUST-0126,Operating Expense,"$2,199.20",USD,HR,Credit Card,Completed,APR-30317
TXN-000422,2024-06-12,CUST-0048,Operating Expense,"$10,121.16",EUR,HR,Bank Transfer,Completed,APR-27821
TXN-000423,2023-02-20,CUST-0004,Capital Expenditure,"$28,737.24",EUR,IT,Bank Transfer,Completed,APR-57356
TXN-000424,2024-12-10,CUST-0230,Capital Expenditure,"$29,151.26",USD,Operations,Credit Card,Completed,APR-23414
TXN-000425,2024-03-01,CUST-0028,Capital Expenditure,"$23,854.26",GBP,Real Estate,Bank Transfer,Completed,APR-52704
TXN-000426,2024-10-19,CUST-0120,Operating Expense,"$8,637.75",USD,HR,Bank Transfer,Completed,APR-76761
TXN-000427,2022-09-15,CUST-0004,Revenue,"$67,263.14",CAD,Sales,Internal Transfer,Completed,APR-43941
TXN-000428,2023-03-03,CUST-0273,Operating Expense,"$7,149.94",EUR,IT,Bank Transfer,Completed,APR-66346
TXN-000429,2023-11-10,CUST-0154,Investment,"$30,984.53",USD,Finance,Bank Transfer,Failed,APR-87218
TXN-000430,2024-02-17,CUST-0014,Revenue,"$13,457.44",JPY,Partnerships,Credit Card,Completed,APR-74312
TXN-000431,2024-04-23,CUST-0074,Capital Expenditure,"$5,324.89",CAD,Real Estate,Bank Transfer,Completed,APR-34506
TXN-000432,2022-02-10,CUST-0050,Capital Expenditure,"$71,134.62",USD,Real Estate,Bank Transfer,Completed,APR-55057
TXN-000433,2024-08-27,CUST-0109,Revenue,"$32,075.15",USD,Partnerships,,Pending,
TXN-000434,2024-07-05,CUST-0299,Revenue,"$32,665.96",EUR,Partnerships,Direct Debit,Under Review,
TXN-000435,2024-12-20,CUST-0247,Refund,"$1,031.58",USD,Sales,Bank Transfer,Completed,APR-45310
TXN-000436,2023-03-15,CUST-0049,Revenue,"$82,719.31",USD,Sales,Credit Card,Failed,
TXN-000437,2024-05-07,CUST-0158,Revenue,"$47,493.74",USD,Sales,Internal Transfer,Completed,APR-73582
TXN-000438,2024-05-12,CUST-0132,Revenue,"$38,288.30",USD,Partnerships,Bank Transfer,Completed,APR-92493
TXN-000439,2023-12-04,CUST-0191,Revenue,"$32,317.12",GBP,Sales,,Pending,
TXN-000440,2022-09-16,CUST-0017,Operating Expense,"$4,000.83",USD,Marketing,Credit Card,Completed,APR-11879
TXN-000441,2023-03-20,CUST-0008,Investment,"$23,113.19",USD,Treasury,Bank Transfer,Completed,APR-31174
TXN-000442,2024-12-30,CUST-0122,Revenue,"$73,710.89",USD,Partnerships,Bank Transfer,Completed,APR-89438
TXN-000443,2024-11-24,CUST-0043,Investment,"$45,581.07",USD,Business Development,Internal Transfer,Failed,APR-39982
TXN-000444,2024-06-30,CUST-0070,Operating Expense,"$2,302.59",USD,Operations,Bank Transfer,Completed,APR-55138
TXN-000445,2024-05-11,CUST-0001,Revenue,"$69,065.36",GBP,Sales,Cheque,Completed,APR-77049
TXN-000446,2024-10-15,CUST-0001,Revenue,"$62,225.59",USD,Business Development,Bank Transfer,Completed,APR-68668
TXN-000447,2023-03-25,CUST-0001,Operating Expense,"$5,380.47",USD,IT,Direct Debit,Completed,APR-78875
TXN-000448,2022-10-15,CUST-0235,Revenue,"$51,454.49",USD,Partnerships,Credit Card,Completed,APR-38438
TXN-000449,2022-09-25,CUST-0070,Revenue,"$32,219.95",JPY,Business Development,Credit Card,Completed,APR-87302
TXN-000450,2023-11-20,CUST-0109,Revenue,"$93,252.26",GBP,Business Development,Direct Debit,Completed,APR-93531
TXN-000451,2024-12-01,CUST-0141,Refund,$359.10,USD,Sales,Bank Transfer,Completed,APR-60287
TXN-000452,2023-11-18,CUST-0250,Revenue,"$58,706.34",USD,Sales,Direct Debit,Completed,APR-68413
TXN-000453,2024-08-06,CUST-0122,Operating Expense,"$3,902.65",USD,Operations,Direct Debit,Completed,APR-33051
TXN-000454,2024-08-20,CUST-0086,Operating Expense,"$26,525.55",GBP,Operations,,Pending,
TXN-000455,2023-05-20,CUST-0137,Operating Expense,"$4,670.74",GBP,Marketing,Credit Card,Failed,
TXN-000456,2023-08-22,CUST-0124,Refund,$834.89,GBP,Sales,Bank Transfer,Completed,APR-50450
TXN-000457,2022-09-02,CUST-0115,Capital Expenditure,"$8,713.73",USD,Operations,Credit Card,Completed,APR-68860
TXN-000458,2024-05-19,CUST-0058,Operating Expense,"$9,343.83",EUR,HR,Bank Transfer,Completed,APR-26080
TXN-000459,2024-12-17,CUST-0006,Operating Expense,"$7,738.36",USD,Operations,Bank Transfer,Failed,APR-87188
TXN-000460,2023-04-28,CUST-0157,Revenue,"$127,351.84",USD,Partnerships,Bank Transfer,Completed,APR-16235
TXN-000461,2024-06-29,CUST-0036,Refund,"$1,101.40",EUR,Customer Success,Internal Transfer,Completed,APR-54468
TXN-000462,2024-01-28,CUST-0061,Operating Expense,"$7,290.71",USD,HR,Bank Transfer,Failed,
TXN-000463,2022-10-24,CUST-0147,Capital Expenditure,"$8,160.90",USD,Operations,Bank Transfer,Completed,APR-41471
TXN-000464,2024-09-11,CUST-0130,Revenue,"$67,749.83",GBP,Partnerships,Bank Transfer,Pending,
TXN-000465,2023-01-30,CUST-0086,Operating Expense,"$6,547.86",GBP,IT,Bank Transfer,Completed,APR-21877
TXN-000466,2023-04-18,CUST-0043,Refund,$685.08,GBP,Sales,Cheque,Completed,APR-26901
TXN-000467,2023-09-28,CUST-0249,Operating Expense,"$4,924.49",USD,Finance,Internal Transfer,Failed,
TXN-000468,2024-01-03,CUST-0084,Investment,"$83,741.44",GBP,Business Development,Bank Transfer,Completed,APR-19248
TXN-000469,2024-09-10,CUST-0151,Revenue,"$33,315.81",USD,Business Development,Bank Transfer,Completed,APR-52812
TXN-000470,2023-10-13,CUST-0217,Revenue,"$38,045.03",USD,Sales,Cheque,Completed,APR-84896
